State,Indicator No.,Indicator,Unit,NFHS 6,NFHS 6 Small Sample,NFHS 5,NFHS 5 Small Sample,Delta (6-5)
Gujarat,66,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,7.8,,5.9,,1.9
Gujarat,67,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,8.0,,6.0,,2.0
Gujarat,68,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",%,7.8,,5.9,,1.9
Gujarat,69,Children under 5 years who are stunted (height-for-age)12 (%),%,35.3,,39.0,,-3.7
Gujarat,70,Children under 5 years who are wasted (weight-for-height)12 (%),%,20.2,,25.1,,-4.9
Gujarat,71,Children under 5 years who are severely wasted (weight-for-height)13 (%),%,5.4,,10.6,,-5.2
Gujarat,72,Children under 5 years who are underweight (weight-for-age)12 (%),%,35.5,,39.7,,-4.2
Gujarat,73,Children under 5 years who are overweight (weight-for-height)14 (%),%,1.2,,3.9,,-2.7
Gujarat,74,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2)15 (%),%,23.6,,25.2,,-1.6
Gujarat,75,Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),%,21.8,,20.9,,0.9
Gujarat,76,Women who are overweight or obese (BMI ≥25.0 kg/m 2)15 (%),%,32.1,,22.7,,9.4
Gujarat,77,Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),%,29.9,,20.0,,9.9
Gujarat,78,Blood sugar level - high (141-160 mg/dl)16 (%),%,7.4,,8.1,,-0.7
Gujarat,79,Blood sugar level - very high (>160 mg/dl)16 (%),%,8.0,,6.7,,1.3
Gujarat,80,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood,,16.4,,15.8,,0.6
Gujarat,81,Blood sugar level - high (141-160 mg/dl)16 (%),%,8.1,,9.0,,-0.9
Gujarat,82,Blood sugar level - very high (>160 mg/dl)16 (%),%,9.3,,7.1,,2.2
Gujarat,83,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood,,18.6,,16.9,,1.7
Gujarat,84,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or,,10.3,,11.7,,-1.4
Gujarat,85,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or,,4.8,,4.6,,0.2
Gujarat,86,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking,,20.9,,20.5,,0.4
Gujarat,87,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or,,12.6,,13.0,,-0.4
Gujarat,88,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or,,3.0,,4.4,,-1.4
Gujarat,89,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking,,22.3,,20.3,,2.0
Gujarat,90,Currently married women who usually participate in three household decisions 17 (%),%,93.5,,92.2,,1.3
Gujarat,91,Women who worked in the last 12 months and were paid in cash (%),%,36.6,,30.8,,5.8
Gujarat,92,Women having a bank or savings account that they themselves use (%),%,82.2,,70.0,,12.2
Gujarat,93,Women having a mobile phone that they themselves use (%),%,58.8,,48.8,,10.0
Gujarat,94,Women age 15-24 years who use hygienic methods of protection during their menstrual,,66.9,,66.9,,0.0
Gujarat,95,Ever-married women age 18-49 years who have ever experienced spousal violence 19 (%),%,13.6,,13.9,,-0.3
Gujarat,96,Ever-married women age 18-49 years who have experienced physical violence during any,,1.7,,1.6,,0.1
Gujarat,97,Young women age 18-29 years who experienced sexual violence by age 18 (%),%,0.1,,0.8,,-0.7
Gujarat,98,Women age 15 years and above who use any kind of tobacco (%),%,7.0,,8.7,,-1.7
Gujarat,99,Men age 15 years and above who use any kind of tobacco (%),%,38.4,,41.2,,-2.8
Gujarat,100,Women age 15 years and above who consume alcohol (%),%,0.3,,0.6,,-0.3
Gujarat,101,Men age 15 years and above who consume alcohol (%),%,5.2,,5.8,,-0.6
Haryana,1,Population below age 5 years (%),%,7.9,,7.9,,0.0
Haryana,2,Population below age 15 years (%),%,24.7,,25.3,,-0.6
Haryana,3,Population age 60 years and above (%),%,12.3,,11.8,,0.5
Haryana,4,Population living in households with electricity (%),%,99.6,,99.6,,0.0
Haryana,5,Population living in households with an improved drinking-water source1 (%),%,99.1,,98.6,,0.5
Haryana,6,Households using iodized salt (%),%,95.8,,96.1,,-0.3
Haryana,7,Households with any usual member covered under a health insurance/financing scheme (%),%,68.3,,25.7,,42.6
Haryana,8,Households with any usual member having a bank account/post office account (%),%,98.0,,96.1,,1.9
Haryana,9,Female population age 6 years and above who ever attended school (%),%,76.1,,73.8,,2.3
Haryana,10,Households with any usual female members owning a house and/or land (alone or jointly with,,14.7,,11.8,,2.9
Haryana,11,Children age 2-4 years who attended pre-school (%),%,48.7,,30.5,,18.2
Haryana,12,Women with 10 or more years of schooling (%),%,55.2,,49.5,,5.7
Haryana,13,Men with 10 or more years of schooling (%),%,64.4,,62.2,,2.2
Haryana,14,Women who have ever used the internet (%),%,74.0,,48.4,,25.6
Haryana,15,Men who have ever used the internet (%),%,87.0,,72.4,,14.6
Haryana,16,Women age 20-24 years married before age 18 years (%),%,11.9,,12.5,,-0.6
Haryana,17,Men age 25-29 years married before age 21 years (%),%,13.3,,16.0,,-2.7
Haryana,18,Total fertility rate (children per woman),children per woman,2.0,,1.9,,0.1
Haryana,19,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),%,4.7,,3.9,,0.8
Haryana,20,Any method2 (%),%,74.5,,73.1,,1.4
Haryana,21,Any modern method2 (%),%,53.1,,60.5,,-7.4
Haryana,22,Any traditional method (%),%,21.4,,12.6,,8.8
Haryana,23,Female sterilization (%),%,28.5,,32.3,,-3.8
Haryana,24,Male sterilization (%),%,0.9,,0.9,,0.0
Haryana,25,Total unmet need3 (%),%,6.0,,7.6,,-1.6
Haryana,26,Unmet need for spacing3 (%),%,2.7,,3.4,,-0.7
Haryana,27,Unmet need for limiting3 (%),%,3.3,,4.2,,-0.9
Haryana,28,Mothers who had an antenatal check-up in the first trimester (%),%,83.8,,85.2,,-1.4
Haryana,29,Mothers who had any antenatal care visits (%),%,98.2,,96.8,,1.4
Haryana,30,Mothers who had at least 4 antenatal care visits (%),%,79.0,,60.9,,18.1
Haryana,31,Mothers whose last birth was protected against neonatal tetanus 4 (%),%,92.2,,90.7,,1.5
Haryana,32,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),%,65.2,,51.2,,14.0
Haryana,33,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),%,48.7,,31.9,,16.8
Haryana,34,Registered pregnancies for which the mother received a Mother and Child Protection (MCP),MCP,96.3,,96.8,,-0.5
Haryana,35,Institutional births (%),%,96.3,,94.9,,1.4
Haryana,36,Institutional births in public facility (%),%,52.5,,57.5,,-5.0
Haryana,37,Births attended by skilled health personnel5 (%),%,96.0,,94.4,,1.6
Haryana,38,Births delivered by caesarean section (%),%,25.6,,19.4,,6.2
Haryana,39,Births in a private health facility that were delivered by caesarean section (%),%,40.2,,33.9,,6.3
Haryana,40,Births in a public health facility that were delivered by caesarean section (%),%,15.2,,11.7,,3.5
Haryana,41,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health,,95.2,,91.3,,3.9
Haryana,42,Children born at home who were taken to a health facility for a check-up within 24 hours of,,4.2,,3.8,,0.4
Haryana,43,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health,,94.6,,91.0,,3.6
Haryana,44,Children age 12-23 months fully vaccinated based on information from either vaccination card,,79.7,,76.9,,2.8
Haryana,45,Children age 12-23 months fully vaccinated based on information from vaccination card,,86.2,,81.1,,5.1
Haryana,46,Children age 12-23 months who have received any vaccine (%),%,95.6,,96.0,,-0.4
Haryana,47,Children age 12-23 months who have received BCG (%),%,94.2,,94.9,,-0.7
Haryana,48,Children age 12-23 months who have received 3 doses of polio vaccine 8 (%),%,82.2,,80.6,,1.6
Haryana,49,Children age 12-23 months who have received 3 doses of pentavalent vaccine (%),%,86.8,,88.7,,-1.9
Haryana,50,Children age 12-23 months who have received the first dose of measles-containing,,90.1,,89.4,,0.7
Haryana,51,Children age 24-35 months who have received a second dose of measles-containing,,73.9,,56.7,,17.2
Haryana,52,Children age 12-23 months who have received birth dose of hepatitis B vaccine (%),%,84.7,,66.6,,18.1
Haryana,53,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),%,86.6,,79.8,,6.8
Haryana,54,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),%,73.4,,64.9,,8.5
Haryana,55,Children age 12-23 months who received most of their vaccinations in a public health,,94.4,,96.9,,-2.5
Haryana,56,Children age 12-23 months who received most of their vaccinations in a private health,,4.2,,2.4,,1.8
Haryana,57,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),%,10.7,,4.9,,5.8
Haryana,58,Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),%,0.6,,0.4,,0.2
Haryana,59,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the,,1.2,,2.3,,-1.1
Haryana,60,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health,,74.6,,73.5,,1.1
Haryana,61,Children under age 3 years breastfed within one hour of birth 9 (%),%,37.9,,41.6,,-3.7
Haryana,62,Children under age 6 months exclusively breastfed10 (%),%,41.2,,69.5,,-28.3
Haryana,63,Children under age 6 months currently breastfeeding 10 (%),%,94.0,,95.0,,-1.0
Haryana,64,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain,,83.3,,86.1,,-2.8
Haryana,65,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),%,67.2,,43.0,,24.2
Haryana,66,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,18.1,,11.9,,6.2
Haryana,67,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,13.1,,10.7,,2.4
Haryana,68,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",%,17.0,,11.6,,5.4
Haryana,69,Children under 5 years who are stunted (height-for-age)12 (%),%,25.9,,27.5,,-1.6
Haryana,70,Children under 5 years who are wasted (weight-for-height)12 (%),%,16.6,,11.5,,5.1
Haryana,71,Children under 5 years who are severely wasted (weight-for-height)13 (%),%,3.6,,4.4,,-0.8
Haryana,72,Children under 5 years who are underweight (weight-for-age)12 (%),%,28.9,,21.5,,7.4
Haryana,73,Children under 5 years who are overweight (weight-for-height)14 (%),%,1.5,,3.3,,-1.8
Haryana,74,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2)15 (%),%,17.2,,15.1,,2.1
Haryana,75,Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),%,16.7,,14.5,,2.2
Haryana,76,Women who are overweight or obese (BMI ≥25.0 kg/m 2)15 (%),%,37.3,,33.1,,4.2
Haryana,77,Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),%,33.9,,28.3,,5.6
Haryana,78,Blood sugar level - high (141-160 mg/dl)16 (%),%,7.7,,5.4,,2.3
Haryana,79,Blood sugar level - very high (>160 mg/dl)16 (%),%,8.3,,5.7,,2.6
Haryana,80,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood,,16.7,,11.9,,4.8
Haryana,81,Blood sugar level - high (141-160 mg/dl)16 (%),%,8.4,,6.4,,2.0
Haryana,82,Blood sugar level - very high (>160 mg/dl)16 (%),%,9.3,,6.2,,3.1
Haryana,83,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood,,18.5,,13.5,,5.0
Haryana,84,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or,,7.6,,12.3,,-4.7
Haryana,85,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or,,4.5,,5.4,,-0.9
Haryana,86,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking,,16.7,,21.0,,-4.3
Haryana,87,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or,,10.9,,16.6,,-5.7
Haryana,88,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or,,3.4,,6.9,,-3.5
Haryana,89,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or,,19.6,,25.1,,-5.5
Haryana,90,Currently married women who usually participate in three household decisions17 (%),%,91.1,,87.5,,3.6
Haryana,91,Women who worked in the last 12 months and were paid in cash (%),%,25.1,,18.8,,6.3
Haryana,92,Women having a bank or savings account that they themselves use (%),%,85.2,,73.6,,11.6
Haryana,93,Women having a mobile phone that they themselves use (%),%,64.9,,50.4,,14.5
Haryana,94,Women age 15-24 years who use hygienic methods of protection during their menstrual,,94.3,,93.5,,0.8
Haryana,95,Ever-married women age 18-49 years who have ever experienced spousal violence 19 (%),%,13.6,,17.9,,-4.3
Haryana,96,Ever-married women age 18-49 years who have experienced physical violence during any,,2.6,,1.6,,1.0
Haryana,97,Young women age 18-29 years who experienced sexual violence by age 18 (%),%,0.1,,0.4,,-0.3
Haryana,98,Women age 15 years and above who use any kind of tobacco (%),%,2.2,,2.6,,-0.4
Haryana,99,Men age 15 years and above who use any kind of tobacco (%),%,27.5,,29.1,,-1.6
Haryana,100,Women age 15 years and above who consume alcohol (%),%,0.2,,0.3,,-0.1
Haryana,101,Men age 15 years and above who consume alcohol (%),%,17.5,,16.0,,1.5
Himachal Pradesh,1,Population below age 5 years (%),%,6.4,,6.4,,0.0
Himachal Pradesh,2,Population below age 15 years (%),%,20.9,,21.8,,-0.9
Himachal Pradesh,3,Population age 60 years and above (%),%,16.4,,14.7,,1.7
Himachal Pradesh,4,Population living in households with electricity (%),%,99.8,,99.5,,0.3
Himachal Pradesh,5,Population living in households with an improved drinking-water source1 (%),%,89.5,,96.2,,-6.7
Himachal Pradesh,6,Households using iodized salt (%),%,96.7,,99.1,,-2.4
Himachal Pradesh,7,Households with any usual member covered under a health insurance/financing scheme (%),%,61.4,,38.9,,22.5
Himachal Pradesh,8,Households with any usual member having a bank account/post office account (%),%,98.6,,97.4,,1.2
Himachal Pradesh,9,Female population age 6 years and above who ever attended school (%),%,83.3,,81.0,,2.3
Himachal Pradesh,10,Households with any usual female members owning a house and/or land (alone or jointly with,,18.7,,16.1,,2.6
Himachal Pradesh,11,Children age 2-4 years who attended pre-school (%),%,50.9,,64.7,,-13.8
Himachal Pradesh,12,Women with 10 or more years of schooling (%),%,72.1,,65.9,,6.2
Himachal Pradesh,13,Men with 10 or more years of schooling (%),%,76.0,,71.3,,4.7
Himachal Pradesh,14,Women who have ever used the internet (%),%,75.4,,49.7,,25.7
Himachal Pradesh,15,Men who have ever used the internet (%),%,83.0,,52.7,,30.3
Himachal Pradesh,16,Women age 20-24 years married before age 18 years (%),%,7.9,,5.4,,2.5
Himachal Pradesh,17,Men age 25-29 years married before age 21 years (%),%,11.5,,4.6,,6.9
Himachal Pradesh,18,Total fertility rate (children per woman),children per woman,1.8,,1.7,,0.1
Himachal Pradesh,19,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),%,2.9,,3.4,,-0.5
Himachal Pradesh,20,Any method2 (%),%,76.1,,74.2,,1.9
Himachal Pradesh,21,Any modern method2 (%),%,58.3,,63.4,,-5.1
Himachal Pradesh,22,Any traditional method (%),%,17.8,,10.8,,7.0
Himachal Pradesh,23,Female sterilization (%),%,32.2,,37.7,,-5.5
Himachal Pradesh,24,Male sterilization (%),%,2.3,,3.3,,-1.0
Himachal Pradesh,25,Total unmet need3 (%),%,6.3,,7.9,,-1.6
Himachal Pradesh,26,Unmet need for spacing3 (%),%,2.6,,2.8,,-0.2
Himachal Pradesh,27,Unmet need for limiting3 (%),%,3.7,,5.1,,-1.4
Himachal Pradesh,28,Mothers who had an antenatal check-up in the first trimester (%),%,84.0,,72.4,,11.6
Himachal Pradesh,29,Mothers who had any antenatal care visits (%),%,94.3,,88.2,,6.1
Himachal Pradesh,30,Mothers who had at least 4 antenatal care visits (%),%,83.2,,70.6,,12.6
Himachal Pradesh,31,Mothers whose last birth was protected against neonatal tetanus 4 (%),%,96.3,,90.0,,6.3
Himachal Pradesh,32,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),%,82.1,,67.2,,14.9
Himachal Pradesh,33,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),%,62.9,,43.0,,19.9
Himachal Pradesh,34,Registered pregnancies for which the mother received a Mother and Child Protection (MCP),MCP,98.3,,98.7,,-0.4
Himachal Pradesh,35,Institutional births (%),%,91.7,,88.2,,3.5
Himachal Pradesh,36,Institutional births in public facility (%),%,70.6,,71.7,,-1.1
Himachal Pradesh,37,Births attended by skilled health personnel5 (%),%,92.4,,87.1,,5.3
Himachal Pradesh,38,Births delivered by caesarean section (%),%,29.9,,21.0,,8.9
Himachal Pradesh,39,Births in a private health facility that were delivered by caesarean section (%),%,63.7,,51.4,,12.3
Himachal Pradesh,40,Births in a public health facility that were delivered by caesarean section (%),%,23.3,,17.4,,5.9
Himachal Pradesh,41,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health,,87.4,,86.3,,1.1
Himachal Pradesh,42,Children born at home who were taken to a health facility for a check-up within 24 hours of,,5.0,,7.6,,-2.6
Himachal Pradesh,43,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health,,88.7,,86.0,,2.7
Himachal Pradesh,44,Children age 12-23 months fully vaccinated based on information from either vaccination card,,90.1,,89.2,,0.9
Himachal Pradesh,45,Children age 12-23 months fully vaccinated based on information from vaccination card,,86.3,,96.4,,-10.1
Himachal Pradesh,46,Children age 12-23 months who have received any vaccine (%),%,98.5,,98.2,,0.3
Himachal Pradesh,47,Children age 12-23 months who have received BCG (%),%,97.9,,98.2,,-0.3
Himachal Pradesh,48,Children age 12-23 months who have received 3 doses of polio vaccine 8 (%),%,92.6,,90.1,,2.5
Himachal Pradesh,49,Children age 12-23 months who have received 3 doses of pentavalent vaccine (%),%,95.2,,96.1,,-0.9
Himachal Pradesh,50,Children age 12-23 months who have received the first dose of measles-containing,,95.7,,95.9,,-0.2
