rank,district,state,present_risk,future_risk_ssp585_2050,risk_escalation,capacity_gap,present_ac,priority_tier,present_dominant_hazard,people_at_risk_present,people_at_risk_2050,gap_explanation
1,Hydrabad,Telangana,4.4,3.65,-0.75,1.82,0.5,critical,drought,1926153,1597832,Risk declining from 4.4 to 3.6 by 2050 (SSP5-8.5). Capacity gap 1.8 — high incoming stress meets low coping.
2,Karbi Anglong West,Assam,5.64,3.59,-2.05,1.79,0.5,critical,flood,285590,181785,Risk declining from 5.6 to 3.6 by 2050 (SSP5-8.5). Capacity gap 1.8 — high incoming stress meets low coping.
3,Darjiling,West Bengal,4.36,2.96,-1.4,1.48,0.5,critical,flood,1002272,680442,Risk declining from 4.4 to 3.0 by 2050 (SSP5-8.5). Capacity gap 1.5 — high incoming stress meets low coping.
4,Kalimpong,West Bengal,4.25,2.94,-1.31,1.47,0.5,critical,flood,180817,125083,Risk declining from 4.2 to 2.9 by 2050 (SSP5-8.5). Capacity gap 1.5 — high incoming stress meets low coping.
5,Alipurduar,West Bengal,6.01,2.78,-3.23,1.39,0.5,critical,flood,1221291,564923,Risk declining from 6.0 to 2.8 by 2050 (SSP5-8.5). Capacity gap 1.4 — high incoming stress meets low coping.
6,West Jaintia Hills,Meghalaya,2.96,4.18,1.22,1.3,0.69,critical,cold wave,133442,188441,Risk rising from 3.0 to 4.2 by 2050 (SSP5-8.5). Capacity gap 1.3 — high incoming stress meets low coping.
7,Tenkasi,Kerala,4.28,2.49,-1.79,1.25,0.5,critical,flood,924831,538044,Risk declining from 4.3 to 2.5 by 2050 (SSP5-8.5). Capacity gap 1.2 — high incoming stress meets low coping.
8,Jiribam,Manipur,6.21,2.28,-3.93,1.14,0.5,critical,flood,9113,3346,Risk declining from 6.2 to 2.3 by 2050 (SSP5-8.5). Capacity gap 1.1 — high incoming stress meets low coping.
9,Cachar,Assam,7.08,3.18,-3.9,1.09,0.658,critical,flood,1969531,884620,Risk declining from 7.1 to 3.2 by 2050 (SSP5-8.5). Capacity gap 1.1 — high incoming stress meets low coping.
10,East Jaintia Hills,Meghalaya,3.12,4.0,0.88,1.08,0.731,critical,flood,54851,70321,Risk rising from 3.1 to 4.0 by 2050 (SSP5-8.5). Capacity gap 1.1 — high incoming stress meets low coping.
11,Ahmadnagar,Maharashtra,3.97,2.11,-1.86,1.05,0.5,critical,wet-bulb,2765533,1469842,Risk declining from 4.0 to 2.1 by 2050 (SSP5-8.5). Capacity gap 1.1 — high incoming stress meets low coping.
12,Ahmadabad,Gujarat,8.29,2.05,-6.24,1.03,0.5,critical,flood,8007420,1980122,Risk declining from 8.3 to 2.0 by 2050 (SSP5-8.5). Capacity gap 1.0 — high incoming stress meets low coping.
13,Narayanpet,Telangana,3.39,1.98,-1.41,0.99,0.5,critical,wet-bulb,320272,187062,Risk declining from 3.4 to 2.0 by 2050 (SSP5-8.5). Capacity gap 1.0 — high incoming stress meets low coping.
14,Gaurella Pendra Marwahi,Chhattisgarh,4.1,1.94,-2.15,0.97,0.5,critical,wet-bulb,201525,95356,Risk declining from 4.1 to 1.9 by 2050 (SSP5-8.5). Capacity gap 1.0 — high incoming stress meets low coping.
15,Dakshin Bastar Dantewada,Chhattisgarh,3.83,1.91,-1.92,0.95,0.5,critical,wet-bulb,130504,65082,Risk declining from 3.8 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
16,Kondagaon,Chhattisgarh,3.89,1.89,-2.0,0.94,0.5,critical,wet-bulb,341920,166126,Risk declining from 3.9 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
17,Gariaband,Chhattisgarh,4.36,1.87,-2.49,0.93,0.5,critical,wet-bulb,476138,204215,Risk declining from 4.4 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
18,West Khasi Hills,Meghalaya,3.47,3.79,0.32,0.91,0.76,critical,landslide,235860,257610,Risk stable from 3.5 to 3.8 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
19,Jangaon,Telangana,3.87,1.8,-2.07,0.9,0.5,critical,wet-bulb,308470,143474,Risk declining from 3.9 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
20,Bhadradri,Telangana,3.81,1.79,-2.02,0.89,0.5,critical,wet-bulb,733982,344837,Risk declining from 3.8 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
21,Dohad,Gujarat,5.57,1.78,-3.78,0.89,0.5,critical,flood,1699025,542956,Risk declining from 5.6 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
22,Batod,Gujarat,6.07,1.75,-4.32,0.87,0.5,critical,flood,542075,156282,Risk declining from 6.1 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
23,Saraikela-Kharsawan,Jharkhand,7.5,1.72,-5.78,0.86,0.5,critical,wet-bulb,2372191,544022,Risk declining from 7.5 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
24,Mayiladuthurai,Tamil Nadu,6.88,1.72,-5.16,0.86,0.5,critical,flood,854729,213682,Risk declining from 6.9 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.9 — high incoming stress meets low coping.
25,South West Khasi Hills,Meghalaya,3.62,3.76,0.14,0.85,0.775,critical,flood,89524,92987,Risk stable from 3.6 to 3.8 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
26,Saitual,Mizoram,4.45,1.71,-2.74,0.85,0.5,critical,flood,53991,20747,Risk declining from 4.5 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
27,Komaram Bheem,Telangana,4.17,1.85,-2.31,0.84,0.554,critical,flood,282323,125251,Risk declining from 4.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
28,Jagtial,Telangana,4.03,1.68,-2.35,0.84,0.5,critical,wet-bulb,529136,220583,Risk declining from 4.0 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
29,North Garo Hills,Meghalaya,6.04,3.17,-2.87,0.82,0.742,critical,flood,294864,154755,Risk declining from 6.0 to 3.2 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
30,Kallakurichi,Tamil Nadu,3.81,1.62,-2.2,0.81,0.5,critical,wet-bulb,740011,314650,Risk declining from 3.8 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
31,Allahabad,Uttar Pradesh,4.85,1.6,-3.25,0.8,0.5,critical,wet-bulb,4643504,1531878,Risk declining from 4.8 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
32,Kadapa(YSR),Andhra Pradesh,3.23,1.6,-1.63,0.8,0.5,critical,wet-bulb,1427418,707080,Risk declining from 3.2 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
33,Ranipet,Tamil Nadu,4.01,1.58,-2.43,0.79,0.5,critical,flood,826452,325634,Risk declining from 4.0 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
34,Mulugu,Andhra Pradesh,3.78,1.54,-2.23,0.77,0.5,critical,wet-bulb,133292,54304,Risk declining from 3.8 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
35,Karbi Anglong East,Assam,5.17,1.54,-3.63,0.77,0.5,critical,flood,644844,192081,Risk declining from 5.2 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
36,Hardwar,Uttarakhand,7.35,1.55,-5.8,0.77,0.5,critical,flood,2348818,495329,Risk declining from 7.3 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
37,Niwari,Madhya Pradesh,4.09,1.55,-2.54,0.77,0.5,critical,wet-bulb,214096,81137,Risk declining from 4.1 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.8 — high incoming stress meets low coping.
38,Pherzawl,Manipur,4.51,1.48,-3.03,0.74,0.5,critical,flood,55923,18352,Risk declining from 4.5 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
39,Lower Siang,Assam,4.9,1.49,-3.41,0.74,0.5,critical,flood,64518,19619,Risk declining from 4.9 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
40,Barddhaman,West Bengal,4.95,1.44,-3.51,0.72,0.5,critical,flood,3686951,1072568,Risk declining from 5.0 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
41,Chengalputtu,Tamil Nadu,8.41,1.44,-6.97,0.72,0.5,critical,flood,7408247,1268475,Risk declining from 8.4 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
42,Khawzawl,Mizoram,3.58,1.42,-2.15,0.71,0.5,critical,flood,30971,12285,Risk declining from 3.6 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
43,Pashchimi Singhbhum,Jharkhand,4.39,1.78,-2.62,0.7,0.605,critical,wet-bulb,1070499,434052,Risk declining from 4.4 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
44,Dindori,Madhya Pradesh,3.63,2.07,-1.56,0.7,0.66,critical,wet-bulb,364922,208096,Risk declining from 3.6 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
45,Garhwal,Uttarakhand,4.25,1.41,-2.84,0.7,0.5,critical,flood,479858,159200,Risk declining from 4.2 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
46,Samli,Uttar Pradesh,6.66,1.38,-5.27,0.7,0.5,critical,flood,1155184,239362,Risk declining from 6.7 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
47,Khunti,Jharkhand,4.34,1.99,-2.35,0.7,0.648,critical,wet-bulb,376448,172611,Risk declining from 4.3 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
48,Gurdaspur,Punjab,5.56,1.38,-4.19,0.69,0.5,critical,flood,1162271,288477,Risk declining from 5.6 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
49,Latehar,Jharkhand,4.1,1.96,-2.14,0.69,0.65,critical,wet-bulb,627535,299992,Risk declining from 4.1 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
50,Ribhoi,Meghalaya,3.22,3.43,0.21,0.68,0.802,critical,flood,104076,110863,Risk stable from 3.2 to 3.4 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
51,East Khasi Hills,Meghalaya,3.67,3.68,0.01,0.68,0.815,critical,landslide,507295,508678,Risk stable from 3.7 to 3.7 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
52,Gumla,Jharkhand,4.15,2.08,-2.07,0.68,0.673,critical,wet-bulb,662700,332149,Risk declining from 4.2 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
53,Unokoti,Tripura,6.21,1.32,-4.89,0.66,0.5,critical,flood,228329,48534,Risk declining from 6.2 to 1.3 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
54,Rajgarh,Madhya Pradesh,3.7,2.02,-1.69,0.65,0.676,critical,wet-bulb,915642,499891,Risk declining from 3.7 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
55,Jhunjhunun,Rajasthan,4.21,1.56,-2.65,0.65,0.589,critical,wet-bulb,1345024,498394,Risk declining from 4.2 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.7 — high incoming stress meets low coping.
56,Karimganj,Assam,6.89,2.25,-4.64,0.64,0.716,critical,flood,1005594,328387,Risk declining from 6.9 to 2.2 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
57,Damoh,Madhya Pradesh,4.0,1.98,-2.02,0.64,0.676,critical,wet-bulb,831667,411675,Risk declining from 4.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
58,Hailakandi,Assam,6.75,2.02,-4.73,0.64,0.681,critical,flood,779115,233157,Risk declining from 6.8 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
59,Sipahijula,Tripura,6.45,1.27,-5.18,0.64,0.5,critical,flood,591057,116379,Risk declining from 6.5 to 1.3 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
60,Sahibganj,Jharkhand,6.03,1.71,-4.32,0.64,0.622,critical,flood,1453525,412194,Risk declining from 6.0 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
61,Kamrup Metropolitan,Assam,6.72,3.24,-3.48,0.63,0.807,critical,flood,1415821,682628,Risk declining from 6.7 to 3.2 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
62,Jhargram,West Bengal,6.26,1.24,-5.02,0.62,0.5,critical,flood,1285326,254601,Risk declining from 6.3 to 1.2 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
63,Pashchim Champaran,Bihar,7.23,1.93,-5.31,0.6,0.689,critical,flood,4999013,1334453,Risk declining from 7.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
64,Dumka,Jharkhand,4.39,1.58,-2.81,0.59,0.624,critical,wet-bulb,824942,296904,Risk declining from 4.4 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
65,Ramgarh,Jharkhand,4.47,2.12,-2.35,0.59,0.724,critical,wet-bulb,557889,264591,Risk declining from 4.5 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
66,Deoghar,Jharkhand,4.43,1.55,-2.88,0.58,0.624,critical,wet-bulb,1174705,411014,Risk declining from 4.4 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
67,Kangpokpi,Manipur,4.0,1.15,-2.85,0.58,0.5,critical,landslide,311052,89427,Risk declining from 4.0 to 1.1 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
68,Koraput,Odisha,3.38,1.73,-1.65,0.58,0.664,critical,wet-bulb,815032,417161,Risk declining from 3.4 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
69,Purnia,Bihar,8.93,1.61,-7.32,0.58,0.637,critical,flood,5660122,1020470,Risk declining from 8.9 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
70,Sukma,Chhattisgarh,3.63,1.71,-1.92,0.57,0.668,critical,flood,174430,82170,Risk declining from 3.6 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
71,Nabarangapur,Odisha,3.75,1.92,-1.83,0.57,0.701,critical,wet-bulb,715522,366347,Risk declining from 3.8 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
72,Kishanganj,Bihar,5.45,1.9,-3.55,0.57,0.698,critical,flood,1750103,610128,Risk declining from 5.5 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
73,Araria,Bihar,10.0,1.47,-8.53,0.57,0.614,critical,flood,4009040,589329,Risk declining from 10.0 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
74,The Dangs,Gujarat,4.12,2.83,-1.29,0.57,0.8,critical,flood,138516,95146,Risk declining from 4.1 to 2.8 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
75,Purba Champaran,Bihar,9.45,1.61,-7.84,0.56,0.655,critical,flood,6936126,1181710,Risk declining from 9.4 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
76,Jamui,Bihar,4.52,1.5,-3.02,0.56,0.63,critical,wet-bulb,1361867,451947,Risk declining from 4.5 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
77,Panna,Madhya Pradesh,4.04,1.77,-2.28,0.56,0.681,critical,wet-bulb,574771,251818,Risk declining from 4.0 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
78,Noney,Manipur,3.78,1.11,-2.67,0.56,0.5,critical,flood,12172,3574,Risk declining from 3.8 to 1.1 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
79,Bastar,Chhattisgarh,3.66,1.93,-1.73,0.55,0.718,critical,wet-bulb,497965,262588,Risk declining from 3.7 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
80,Darbhanga,Bihar,6.83,1.65,-5.18,0.55,0.67,critical,flood,4889473,1181205,Risk declining from 6.8 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
81,Hazaribagh,Jharkhand,4.34,1.95,-2.4,0.55,0.719,critical,wet-bulb,1347784,605571,Risk declining from 4.3 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
82,Madhepura,Bihar,9.22,1.5,-7.72,0.55,0.638,critical,flood,3591900,584366,Risk declining from 9.2 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
83,Pakur,Jharkhand,4.51,1.43,-3.08,0.55,0.621,critical,wet-bulb,605769,192073,Risk declining from 4.5 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.6 — high incoming stress meets low coping.
84,Yadgir,Karnataka,3.05,1.97,-1.08,0.54,0.725,critical,wet-bulb,552530,356880,Risk declining from 3.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
85,Dhule,Maharashtra,3.87,2.11,-1.76,0.54,0.744,critical,wet-bulb,1293980,705503,Risk declining from 3.9 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
86,Kamrup,Assam,6.93,2.8,-4.13,0.54,0.806,critical,flood,1965993,794341,Risk declining from 6.9 to 2.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
87,Jhabua,Madhya Pradesh,4.36,1.82,-2.54,0.54,0.703,critical,wet-bulb,806075,336481,Risk declining from 4.4 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
88,Nandurbar,Maharashtra,4.04,1.98,-2.06,0.54,0.728,critical,wet-bulb,1140651,559032,Risk declining from 4.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
89,Gajapati,Odisha,4.48,1.74,-2.74,0.54,0.688,critical,wet-bulb,365964,142138,Risk declining from 4.5 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
90,Dima Hasao,Assam,3.34,2.65,-0.69,0.54,0.795,critical,flood,116668,92566,Risk declining from 3.3 to 2.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
91,Saharsa,Bihar,6.77,1.5,-5.27,0.54,0.641,critical,flood,2346965,520007,Risk declining from 6.8 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
92,Hnahthial,Mizoram,3.57,1.09,-2.48,0.54,0.5,critical,flood,12408,3789,Risk declining from 3.6 to 1.1 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
93,South Garo Hills,Meghalaya,4.27,2.81,-1.46,0.54,0.807,critical,flood,78007,51335,Risk declining from 4.3 to 2.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
94,Gulbarga,Karnataka,3.34,2.06,-1.28,0.53,0.741,critical,wet-bulb,1452374,895776,Risk declining from 3.3 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
95,Ashoknagar,Madhya Pradesh,3.76,1.95,-1.81,0.53,0.73,critical,wet-bulb,546734,283546,Risk declining from 3.8 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
96,Barwani,Madhya Pradesh,3.81,1.96,-1.85,0.53,0.73,critical,wet-bulb,897937,461931,Risk declining from 3.8 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
97,Siddharthnagar,Uttar Pradesh,7.22,1.6,-5.62,0.53,0.668,critical,flood,2982503,660942,Risk declining from 7.2 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
98,East Garo Hills,Meghalaya,3.37,2.49,-0.88,0.53,0.787,critical,flood,45009,33256,Risk declining from 3.4 to 2.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
99,Nuapada,Odisha,4.45,2.11,-2.34,0.52,0.756,critical,wet-bulb,362427,171847,Risk declining from 4.5 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
100,Guna,Madhya Pradesh,3.65,1.89,-1.77,0.52,0.722,critical,wet-bulb,774153,400863,Risk declining from 3.6 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
101,Bahraich,Uttar Pradesh,6.63,1.46,-5.17,0.52,0.641,critical,flood,3986710,877918,Risk declining from 6.6 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
102,Dadra & Nagar Haveli,Dadra & Nagar Haveli,6.34,3.02,-3.33,0.52,0.828,high,flood,545560,259873,Risk declining from 6.3 to 3.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — moderate stress with adequate coping.
103,Rayagada,Odisha,3.87,1.61,-2.26,0.52,0.678,critical,wet-bulb,644307,268045,Risk declining from 3.9 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
104,Jalpaiguri,West Bengal,5.32,3.32,-2.0,0.52,0.843,high,flood,1907474,1190378,Risk declining from 5.3 to 3.3 by 2050 (SSP5-8.5). Capacity gap 0.5 — moderate stress with adequate coping.
105,Simdega,Jharkhand,4.27,1.76,-2.51,0.52,0.703,critical,wet-bulb,445280,183535,Risk declining from 4.3 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
106,Chatra,Jharkhand,4.42,1.5,-2.92,0.51,0.659,critical,wet-bulb,698946,237199,Risk declining from 4.4 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
107,Malkangiri,Odisha,3.41,1.65,-1.76,0.51,0.691,critical,wet-bulb,388892,188173,Risk declining from 3.4 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
108,Samastipur,Bihar,4.86,1.68,-3.19,0.51,0.694,critical,wet-bulb,3575165,1235860,Risk declining from 4.9 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
109,Singrauli,Madhya Pradesh,4.56,1.56,-3.0,0.51,0.669,critical,wet-bulb,1248165,427004,Risk declining from 4.6 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
110,Khagaria,Bihar,5.82,1.79,-4.03,0.51,0.716,critical,flood,1478964,454870,Risk declining from 5.8 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
111,Mandla,Madhya Pradesh,3.84,1.84,-2.0,0.5,0.731,high,wet-bulb,574627,275342,Risk declining from 3.8 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
112,Bijapur,Karnataka,3.36,2.06,-1.29,0.5,0.759,high,wet-bulb,1317867,807978,Risk declining from 3.4 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
113,Puruliya,West Bengal,4.46,1.43,-3.03,0.5,0.65,high,wet-bulb,2170640,695968,Risk declining from 4.5 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
114,Gaya,Bihar,4.55,1.58,-2.98,0.5,0.685,high,wet-bulb,2782783,966329,Risk declining from 4.5 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
115,Dhubri,Assam,6.86,2.01,-4.85,0.5,0.751,high,flood,1289279,377763,Risk declining from 6.9 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
116,Umaria,Madhya Pradesh,4.06,1.79,-2.27,0.5,0.72,high,wet-bulb,304663,134322,Risk declining from 4.1 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
117,Lohardaga,Jharkhand,4.15,1.9,-2.25,0.5,0.736,high,wet-bulb,285557,130737,Risk declining from 4.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
118,Sitamarhi,Bihar,9.71,1.47,-8.24,0.49,0.666,high,flood,5396398,816962,Risk declining from 9.7 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
119,Shahdol,Madhya Pradesh,4.1,1.88,-2.22,0.49,0.738,high,wet-bulb,666643,305680,Risk declining from 4.1 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
120,Jogulamba,Telangana,3.09,1.65,-1.44,0.49,0.705,high,wet-bulb,330179,176309,Risk declining from 3.1 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
121,South Salmara-Mankachar,Assam,8.11,1.83,-6.28,0.49,0.734,high,flood,756070,170605,Risk declining from 8.1 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
122,Banswara,Rajasthan,6.36,1.67,-4.69,0.49,0.708,high,flood,2011220,528103,Risk declining from 6.4 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
123,Tengnoupal,Manipur,4.78,0.98,-3.8,0.49,0.5,high,flood,18981,3892,Risk declining from 4.8 to 1.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
124,Mumbai Suburban,Maharashtra,6.44,3.69,-2.75,0.49,0.867,high,flood,7847124,4496256,Risk declining from 6.4 to 3.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — moderate stress with adequate coping.
125,Katihar,Bihar,8.3,1.42,-6.87,0.48,0.666,high,flood,4095238,700631,Risk declining from 8.3 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
126,Sidhi,Madhya Pradesh,4.38,1.56,-2.82,0.48,0.691,high,wet-bulb,696106,247928,Risk declining from 4.4 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
127,Madhubani,Bihar,9.02,1.4,-7.61,0.48,0.657,high,flood,5429018,842641,Risk declining from 9.0 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
128,Balrampur,Chhattisgarh,5.98,1.53,-4.45,0.48,0.69,high,flood,2957559,756700,Risk declining from 6.0 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
